Regno,Compound,Chemotype,Smiles,>90,>80,>70,AAK1,ABL1-nonphosphorylated,ABL1-phosphorylated,ABL2,ACVR1,ACVR1B,ACVR2A,ACVR2B,ACVRL1,ADCK3,ADCK4,AKT1,AKT2,AKT3,ALK,AMPK-alpha1,AMPK-alpha2,ANKK1,ARK5,ASK1,ASK2,AURKA,AURKB,AURKC,AXL,BIKE,BLK,BMPR1A,BMPR1B,BMPR2,BMX,BRAF,BRK,BRSK1,BRSK2,BTK,BUB1,CAMK1,CAMK1B,CAMK1D,CAMK1G,CAMK2A,CAMK2B,CAMK2D,CAMK2G,CAMK4,CAMKK1,CAMKK2,CASK,CDC2L1,CDC2L2,CDC2L5,CDK11,CDK2,CDK3,CDK4,CDK4-cyclinD1,CDK4-cyclinD3,CDK5,CDK7,CDK8,CDK9,CDKL1,CDKL2,CDKL3,CDKL5,CHEK1,CHEK2,CIT,CLK1,CLK2,CLK3,CLK4,CSF1R,CSF1R-autoinhibited,CSK,CSNK1A1,CSNK1A1L,CSNK1D,CSNK1E,CSNK1G1,CSNK1G2,CSNK1G3,CSNK2A1,CSNK2A2,CTK,DAPK1,DAPK2,DAPK3,DCAMKL1,DCAMKL2,DCAMKL3,DDR1,DDR2,DLK,DMPK,DMPK2,DRAK1,DRAK2,DYRK1A,DYRK1B,DYRK2,EGFR,EIF2AK1,EPHA1,EPHA2,EPHA3,EPHA4,EPHA5,EPHA6,EPHA7,EPHA8,EPHB1,EPHB2,EPHB3,EPHB4,EPHB6,ERBB2,ERBB3,ERBB4,ERK1,ERK2,ERK3,ERK4,ERK5,ERK8,ERN1,FAK,FER,FES,FGFR1,FGFR2,FGFR3,FGFR4,FGR,FLT1,FLT3,FLT3-autoinhibited,FLT4,FRK,FYN,GAK,"GCN2(Kin.Dom.2,S808G)",GRK1,GRK2,GRK3,GRK4,GRK7,GSK3A,GSK3B,HASPIN,HCK,HIPK1,HIPK2,HIPK3,HIPK4,HPK1,HUNK,ICK,IGF1R,IKK-alpha,IKK-beta,IKK-epsilon,INSR,INSRR,IRAK1,IRAK3,IRAK4,ITK,JAK1(JH1domain-catalytic),JAK1(JH2domain-pseudokinase),JAK2(JH1domain-catalytic),JAK3(JH1domain-catalytic),JNK1,JNK2,JNK3,KIT,KIT-autoinhibited,LATS1,LATS2,LCK,LIMK1,LIMK2,LKB1,LOK,LRRK2,LTK,LYN,LZK,MAK,MAP3K1,MAP3K15,MAP3K2,MAP3K3,MAP3K4,MAP4K2,MAP4K3,MAP4K4,MAP4K5,MAPKAPK2,MAPKAPK5,MARK1,MARK2,MARK3,MARK4,MAST1,MEK1,MEK2,MEK3,MEK4,MEK5,MEK6,MELK,MERTK,MET,MINK,MKK7,MKNK1,MKNK2,MLCK,MLK1,MLK2,MLK3,MRCKA,MRCKB,MST1,MST1R,MST2,MST3,MST4,MTOR,MUSK,MYLK,MYLK2,MYLK4,MYO3A,MYO3B,NDR1,NDR2,NEK1,NEK10,NEK11,NEK2,NEK3,NEK4,NEK5,NEK6,NEK7,NEK9,NIK,NIM1,NLK,OSR1,PAK1,PAK2,PAK3,PAK4,PAK6,PAK7,PCTK1,PCTK2,PCTK3,PDGFRA,PDGFRB,PDPK1,PFTAIRE2,PFTK1,PHKG1,PHKG2,PIK3C2B,PIK3C2G,PIK3CA,PIK3CB,PIK3CD,PIK3CG,PIK4CB,PIKFYVE,PIM1,PIM2,PIM3,PIP5K1A,PIP5K1C,PIP5K2B,PIP5K2C,PKAC-alpha,PKAC-beta,PKMYT1,PKN1,PKN2,PLK1,PLK2,PLK3,PLK4,PRKCD,PRKCE,PRKCH,PRKCI,PRKCQ,PRKD1,PRKD2,PRKD3,PRKG1,PRKG2,PRKR,PRKX,PRP4,PYK2,QSK,RAF1,RET,RIOK1,RIOK2,RIOK3,RIPK1,RIPK2,RIPK4,RIPK5,ROCK1,ROCK2,ROS1,RPS6KA4(Kin.Dom.1-N-terminal),RPS6KA4(Kin.Dom.2-C-terminal),RPS6KA5(Kin.Dom.1-N-terminal),RPS6KA5(Kin.Dom.2-C-terminal),RSK1(Kin.Dom.1-N-terminal),RSK1(Kin.Dom.2-C-terminal),RSK2(Kin.Dom.1-N-terminal),RSK2(Kin.Dom.2-C-terminal),RSK3(Kin.Dom.1-N-terminal),RSK3(Kin.Dom.2-C-terminal),RSK4(Kin.Dom.1-N-terminal),RSK4(Kin.Dom.2-C-terminal),S6K1,SBK1,SGK,SGK2,SGK3,SIK,SIK2,SLK,SNARK,SNRK,SRC,SRMS,SRPK1,SRPK2,SRPK3,STK16,STK33,STK35,STK36,STK39,SYK,SgK110,TAK1,TAOK1,TAOK2,TAOK3,TBK1,TEC,TESK1,TGFBR1,TGFBR2,TIE1,TIE2,TLK1,TLK2,TNIK,TNK1,TNK2,TNNI3K,TRKA,TRKB,TRKC,TRPM6,TSSK1B,TSSK3,TTK,TXK,TYK2(JH1domain-catalytic),TYK2(JH2domain-pseudokinase),TYRO3,ULK1,ULK2,ULK3,VEGFR2,VPS34,VRK2,WEE1,WEE2,WNK1,WNK2,WNK3,WNK4,YANK1,YANK2,YANK3,YES,YSK1,YSK4,ZAK,ZAP70,p38-alpha,p38-beta,p38-delta,p38-gamma
SB-735216,UNC10225204A,Imidazolopyridine,CCn1c(nc2cnccc12)-c1ccncc1,3,3,3,0,26,0,0,40,14,0,4,0,15,6,0,0,0,6,0,5,21,8,0,20,7,29,0,24,8,0,4,0,24,17,19,3,0,0,28,15,0,45,6,0,0,0,0,0,0,0,4,5,9,0,28,18,5,1,45,0,0,0,6,0,0,12,0,25,4,0,0,0,16,0,0,16,2,47,0,22,10,8,0,6,0,4,18,0,11,1,0,0,8,0,0,0,7,0,0,0,0,2,4,2,17,0,19,23,5,99.1,10,0,16,0,14,0,16,11,7,8,0,33,0,0,0,0,3,8,0,5,9,0,3,0,0,17,11,3,4,15,20,5,0,19,13,12,11,4,63,45,24,9,30,57,7,10,18,24,15,0,27,10,0,20,23,10,7,0,6,0,17,0,15,12,10,0,23,11,17,0,10,17,9,0,12,0,0,0,0,0,19,59,12,10,47,6,10,23,12,0,1,0,16,29,16,100,96.1,8,37,5,11,34,7,25,0,0,0,1,19,5,5,33,0,8,0,0,23,0,0,27,0,0,13,0,5,24,15,0,19,0,28,0,0,0,51,8,14,8,0,6,6,0,15,25,4,15,0,47,0,0,0,0,0,0,0,13,1,0,0,3,3,0,19,0,0,0,0,14,21,0,0,0,21,28,0,23,0,0,3,6,2,20,28,37,16,0,0,37,12,46,8,0,4,0,2,8,0,0,18,1,27,6,0,12,20,0,0,15,10,14,31,13,2,0,11,0,0,19,16,19,34,8,40,14,39,32,20,5,19,28,19,0,8,21,17,0,16,0,24,50,0,0,0,19,6,15,0,20,15,13,18,17,7,24,0,0,0,12,0,0,0,1,13,0,27,41,36,22,8,0,0,21,0,0,26,17,8,25,24,25,0,0,1,0,29,21,22,0,4,7,16,0,74,23,0,0,11,4,20
GSK1645895,UNC10225205A,4-pyrimidinyl_ortho-aryl_azoles,CCc1nc(c(s1)-c1ccnc(Nc2ccc(nc2)N2CCN(CC2)C(C)=O)n1)-c1cccc(c1)N(C)S(=O)(=O)c1ccccc1,3,6,7,26,28,7,23,0,0,0,0,0,16,19,0,0,0,18,0,0,26,16,12,0,19,10,0,0,0,64,0,0,0,15,60,31,0,0,0,0,45,27,29,16,0,0,24,37,0,30,32,5,11,16,0,6,0,0,0,0,3,0,0,0,15,1,47,0,4,7,0,31,25,12,27,0,17,0,50,0,0,2,55,20,0,26,18,6,0,21,0,4,10,0,4,44,5,0,0,22,3,0,0,0,29,79,0,29,0,14,0,0,2,5,25,7,0,0,0,96.9,17,0,26,0,0,0,18,19,0,28,0,0,0,0,0,3,0,73,24,0,18,14,0,40,85,4,0,0,0,0,0,11,20,0,0,1,0,17,0,35,0,13,0,0,1,39,20,0,11,0,13,0,15,21,0,0,23,30,22,19,8,0,20,44,31,0,4,15,0,0,4,0,22,22,0,0,0,18,0,0,0,17,0,0,0,4,0,0,0,0,3,3,0,99.9,24,0,11,0,18,0,0,6,0,0,0,0,0,0,3,40,16,15,0,2,1,15,0,7,23,0,15,0,14,0,0,9,9,19,0,0,0,14,0,0,8,3,6,0,0,0,5,5,8,24,4,14,32,0,25,20,0,0,0,0,0,0,0,4,10,0,17,0,11,0,0,0,63,0,0,1,34,0,7,0,0,8,0,0,0,0,15,3,12,9,0,0,17,23,16,0,1,18,0,17,5,15,0,90,18,10,0,0,0,0,0,0,2,26,24,0,1,8,23,0,20,7,5,0,0,19,0,0,3,23,0,16,19,19,0,0,41,0,0,99.4,0,0,0,0,0,0,2,27,7,0,17,0,5,18,26,20,4,29,3,0,0,0,0,56,0,15,9,15,0,14,0,4,0,9,31,0,0,0,0,3,0,16,0,5,18,11,33,26,29,83,0,60,0,7,0
SB-477794,UNC10225206A,4-pyridinyl_ortho-aryl_azoles,OC(=O)C(F)(F)F.CC(C)(CN)c1nc(c([nH]1)-c1ccncc1)-c1ccc(Cl)c(O)c1,50,67,73,0,96.1,99.4,92.4,96.5,87,1,91.9,61,7,54,5,21,34,34,0,15,0,19,19,1,8,31,0,5,0,98.2,37,99.9,32,0,97.8,99.7,0,0,43,100,19,24,10,0,0,0,11,0,0,0,0,18,0,31,0,0,0,7,39,25,32,0,0,59,0,3,14,0,0,20,41,100,14,0,1,6,50,12,44,96.3,85,97,99.6,0,0,22,0,11,0,11,0,33,7,0,29,94.5,80,37,0,90.8,0,0,0,0,0,70,0,97.1,26,50,42,0,74,35,87,45,37,35,24,2,83,42,26,0,0,20,13,32,0,1,0,12,0,24,0,8,18,95.3,82,0,0,78,99.5,97.3,71,14,0,0,65,0,0,49,29,58,96.6,0,1,20,0,46,0,23,0,64,33,10,23,0,62,0,43,9,28,0,18,0,41,85,93.6,66,0,7,86,99.2,0,0,0,99.1,0,18,91.1,49,41,22,0,43,0,0,0,0,81,17,13,0,0,0,0,0,0,14,20,0,0,99.5,0,25,32,0,91.7,26,9,9,0,0,0,0,46,76,0,39,0,0,11,35,0,1,0,0,25,0,40,63,0,19,0,12,26,21,13,0,0,0,0,4,98.1,4,23,1,35,0,10,21,4,99.7,0,59,99.5,0,14,6,0,12,0,0,0,0,20,0,25,31,0,0,0,40,3,0,64,86,56,28,23,0,4,0,0,5,78,96,92.9,97.5,75,92.4,89,100,0,0,0,21,69,0,91.5,98.5,99.9,0,0,0,2,92.7,36,0,28,49,15,0,0,5,7,16,35,0,36,6,0,0,90.6,43,5,23,2,0,21,78,99.3,0,11,99.9,0,17,26,0,18,52,59,86,42,13,0,62,2,0,6,0,13,100,98.8,99.2,1,3,20,10,89,0,0,85,0,75,55,69,17,6,0,100,59,73,12,19,0,16,86,0,41,8,0,16,1,52,47,95.3,93.6,86,88,6,87,100,58,99.8,53,29,19
SB-477794,UNC10225206B,4-pyridinyl_ortho-aryl_azoles,OC(=O)C(F)(F)F.CC(C)(CN)c1nc(c([nH]1)-c1ccncc1)-c1ccc(Cl)c(O)c1,49,67,76,0,94.7,98.9,89,93.4,91.7,25,91,67,17,35,25,8,100,16,0,13,1,0,0,3,0,15,30,13,21,98,47,99.9,33,40,98.5,99.6,20,22,71,98.2,13,3,9,0,0,0,0,17,0,0,4,0,0,2,30,0,0,7,51,64,0,0,14,64,0,10,0,0,0,10,59,99.4,3,0,11,11,43,52,28,93.8,81,96.6,99.6,5,7,14,0,0,0,19,5,17,3,0,36,90.8,78,42,98.6,88,5,0,0,5,5,47,0,95.8,33,61,23,2,63,20,85,20,30,14,38,28,80,45,35,11,0,0,20,56,0,22,0,31,22,54,0,33,0,94.8,80,29,0,74,99.1,96.8,56,0,0,26,0,0,0,58,14,57,96,0,37,4,13,46,16,0,9,34,0,6,0,0,44,0,0,0,15,2,8,28,32,80,92.8,58,0,39,89,99.2,2,0,31,98.2,0,30,91.1,47,0,7,0,35,0,13,0,0,83,26,0,0,4,22,6,13,45,2,20,0,8,99.5,100,51,45,12,93.9,0,0,0,14,7,10,32,35,72,11,0,0,1,1,17,0,21,5,6,59,47,49,52,100,24,0,0,0,10,3,2,0,11,3,0,98.4,0,11,0,39,0,0,25,0,0,0,59,98.1,0,7,3,0,0,0,5,0,0,5,0,0,49,0,0,0,61,61,19,49,87,89,26,0,21,1,15,0,0,87,96.3,94.1,97.8,76,93.9,91.8,100,20,10,12,22,33,17,86,95.1,99.9,1,0,0,0,90,5,0,43,40,53,23,0,0,36,15,35,11,27,2,2,0,89,37,6,3,0,7,33,71,99.3,7,0,99.9,15,42,74,0,0,52,62,87,20,28,0,75,16,0,0,5,0,56,96.2,99.6,0,22,11,4,87,84,5,77,49,32,46,54,0,16,0,96.2,16,41,34,0,0,2,83,48,42,7,0,0,9,39,49,93.8,94,83,86,96.1,65,59,0,99.3,58,0,63
SB-202620,UNC10225208A,4-pyridinyl_ortho-aryl_azoles,OC(=O)c1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1,8,11,17,3,56,49,1,7,71,0,43,29,0,6,3,11,8,0,23,12,0,46,23,0,40,32,0,19,0,36,15,33,21,0,89,0,0,17,0,11,9,0,2,29,0,13,5,11,28,16,1,14,9,0,0,8,4,3,9,0,6,7,21,0,7,37,5,12,0,17,9,42,16,0,0,13,20,12,0,69,0,29,28,0,22,0,0,18,2,5,16,17,49,8,20,75,79,0,31,21,1,4,0,2,13,76,0,0,0,27,25,22,30,0,0,21,10,23,13,51,22,0,0,19,25,0,10,0,43,0,19,14,17,24,0,0,4,22,0,73,0,19,12,0,71,38,22,0,0,27,0,50,35,11,43,49,0,25,9,10,33,46,28,0,0,3,19,3,0,10,0,12,15,38,22,0,93.6,98.8,99.3,19,1,13,0,7,10,1,32,33,0,23,14,0,11,16,11,33,12,0,0,24,10,12,15,0,26,22,15,36,64,25,48,28,20,66,90,26,1,21,15,0,0,0,0,22,52,0,0,29,20,0,44,10,4,0,0,0,3,15,0,26,34,12,0,6,0,0,20,0,4,13,0,0,0,0,88,0,0,24,21,2,0,15,0,0,0,0,23,0,0,0,13,0,0,0,18,4,0,0,0,18,0,24,1,0,0,14,0,19,0,6,0,21,0,15,21,25,33,0,0,41,0,0,11,19,0,12,11,0,0,24,0,47,31,8,0,4,0,78,32,30,0,11,3,5,0,6,18,34,76,34,0,8,31,29,93.9,3,14,6,0,0,20,39,12,0,2,18,33,14,0,21,0,12,6,48,29,18,43,9,0,55,2,37,3,16,17,35,0,5,0,18,29,15,0,3,94,0,0,27,0,8,32,21,0,4,0,9,22,16,0,17,0,14,2,20,0,0,0,9,100,24,0,30,12,37,0,100,97.7,0,53
SB-517389,UNC10225209A,3-amino-5-aryl-pyrazolopyridine,Nc1n[nH]c2nnc(cc12)-c1ccccc1,2,5,11,16,11,5,13,16,0,0,4,0,6,16,0,13,0,29,0,16,0,1,61,0,13,32,0,0,0,0,4,0,0,0,0,20,0,0,0,0,15,38,28,0,0,0,2,0,0,0,0,18,0,0,0,0,0,20,0,0,22,0,0,0,21,0,18,69,0,10,0,29,43,32,19,19,18,0,0,0,10,6,28,7,0,17,0,16,0,28,0,17,11,0,29,9,7,0,0,0,0,0,72,92.4,57,34,13,9,4,0,14,0,0,8,15,9,80,10,22,0,7,0,0,0,0,16,30,0,18,3,0,0,0,0,5,11,14,29,12,0,1,0,6,28,10,10,0,0,0,0,0,71,19,0,0,56,55,83,0,35,32,6,0,6,23,22,0,0,22,0,25,13,13,8,42,0,27,5,0,1,0,0,0,0,19,3,0,0,0,0,69,0,0,9,0,5,0,32,0,0,3,0,5,0,0,0,0,0,0,0,0,0,24,38,0,0,13,0,23,0,77,12,86,0,0,0,16,0,0,27,5,0,0,14,8,19,13,24,0,0,14,0,0,17,0,5,29,21,27,0,0,7,0,15,36,0,12,8,0,0,0,2,7,20,15,0,5,0,17,24,0,1,0,0,0,0,0,0,8,0,8,0,0,0,0,18,7,0,0,0,7,0,0,35,33,9,0,9,23,18,0,0,0,0,0,0,0,0,33,0,0,6,88,26,0,0,0,17,17,0,0,0,0,4,38,5,2,28,9,0,76,4,24,0,25,25,10,0,0,19,0,0,0,0,2,0,0,20,0,1,0,0,0,0,13,5,0,0,0,0,3,6,11,27,0,0,0,0,15,0,0,0,20,13,0,0,0,35,9,100,0,25,36,79,0,20,0,10,0,0,0,21,15,10,17,5,0,13,0,21,16,0,75,24,0,0,0,39,0
GSK1379880,UNC10225210A,2-anilino-4-aminopyrimidine,Fc1ccc(Nc2nccc(NCCNC(=O)Nc3ccccc3F)n2)cc1,1,1,1,0,0,0,24,0,0,0,0,0,0,19,0,0,0,25,0,0,0,21,1,0,11,32,6,0,0,6,0,0,0,0,0,6,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,20,28,0,3,0,0,0,0,0,15,0,0,11,0,47,24,0,2,0,9,0,0,0,16,11,9,1,0,16,0,3,0,0,0,9,19,0,24,29,18,0,0,0,0,0,15,6,12,22,0,19,0,0,6,0,0,2,21,38,0,0,0,17,9,0,38,0,0,0,8,0,0,11,0,11,0,0,0,0,11,3,4,0,0,0,0,28,0,3,0,0,23,0,0,2,0,0,0,0,0,19,0,33,0,0,0,0,0,0,0,0,15,0,11,30,23,0,11,0,32,19,11,48,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,0,0,29,0,0,0,0,12,0,0,0,0,0,0,0,0,0,26,30,0,0,7,0,0,0,0,5,0,0,0,0,21,3,0,50,0,0,0,10,5,9,1,0,0,0,0,0,0,12,0,0,11,15,0,0,0,11,9,14,28,20,2,0,0,0,0,0,0,16,14,0,70,7,21,13,0,0,0,62,0,0,21,0,13,0,0,0,0,0,24,0,38,8,0,9,0,0,100,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9,21,16,0,22,5,17,5,0,0,1,11,0,40,9,0,4,0,0,15,1,0,0,0,0,0,0,2,9,41,0,0,0,0,0,11,0,0,6,0,5,0,2,4,0,0,48,3,26,55,0,0,0,0,6,14,0,0,0,0,0,2,0,0,0,8,5,0,18,13,24,0,12,0,1,24,17,0,19,0,28,0,0,0,13,3,0,0,4,41,2,0,0,9,0,26,0,0,0,0,52,0
SB-747651,UNC10225211A,aminofurazan,Cl.CCn1c(nc2cncc(CNC3CCNCC3)c12)-c1nonc1N,5,11,17,39,5,5,13,8,0,0,0,0,1,11,72,51,66,63,6,0,22,9,9,8,6,23,0,100,0,8,0,0,17,0,10,0,4,0,14,48,19,30,22,0,0,0,5,17,71,1,16,16,0,0,0,5,0,11,33,0,14,0,0,24,0,0,20,0,0,48,0,24,31,17,7,56,10,0,0,0,19,26,21,24,0,0,0,0,0,41,0,27,7,0,7,19,25,23,27,0,6,0,56,12,25,35,2,6,0,0,9,0,3,9,0,12,0,8,0,0,21,8,0,0,0,6,0,0,16,2,0,2,0,0,0,5,6,1,8,0,3,10,0,43,19,6,5,0,59,0,0,37,24,73,0,0,0,48,0,35,0,16,13,39,27,5,14,0,56,0,41,9,15,0,19,0,25,6,3,0,0,0,53,0,14,13,0,0,43,25,0,8,29,6,3,13,0,14,0,0,0,0,19,0,0,0,2,0,21,0,1,16,40,32,0,37,0,2,0,0,0,17,0,3,0,0,7,4,19,31,0,0,0,30,9,8,4,0,5,0,1,0,0,20,11,0,15,28,2,0,6,38,13,31,18,4,0,51,45,0,2,0,8,0,0,0,4,18,14,1,25,0,0,0,0,0,2,0,15,0,93.4,81,80,0,25,0,22,85,83,3,39,0,0,0,0,0,77,66,89,10,43,0,0,50,74,86,0,55,20,0,1,97.5,5,30,0,6,0,5,19,0,99.3,99.3,0,44,6,78,0,21,0,16,6,7,9,10,25,60,25,0,7,43,0,0,9,13,0,0,0,23,0,0,15,0,0,0,24,21,2,0,0,1,0,7,2,20,10,0,5,0,0,0,0,0,8,4,0,43,24,21,55,6,0,16,31,47,0,17,0,6,0,0,9,8,7,14,0,34,21,3,0,40,11,0,87,7,32,0,0,44,10
SB-404321,UNC10225212A,3-anilino-4-aryl maleimide,CN1C(=O)C(Nc2cc(Cl)c(O)c(Cl)c2)=C(C1=O)c1ccc(Cl)cc1,3,4,4,0,30,0,0,0,0,0,0,0,3,16,0,0,0,48,0,0,0,0,0,0,0,14,0,27,0,0,0,0,1,13,0,0,0,0,0,12,0,25,0,0,0,0,0,0,0,0,0,14,0,0,0,9,0,0,23,0,0,4,0,41,0,0,7,0,0,0,0,38,22,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,52,0,0,0,0,0,0,0,10,33,0,0,0,0,0,50,0,52,0,0,0,4,0,8,0,0,0,0,15,0,0,0,24,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,22,28,96.7,0,0,0,0,0,0,38,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,24,19,15,0,26,0,0,0,0,0,32,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,89,0,0,10,0,0,41,0,0,29,0,25,0,0,30,0,0,0,38,19,0,0,0,0,5,0,0,0,33,0,0,2,0,0,11,0,0,8,0,0,0,0,0,0,16,0,7,0,0,0,30,0,0,0,0,2,0,34,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,24,0,0,0,0,27,0,30,0,0,0,0,0,0,0,0,0,0,0,0,3,0,54,0,0,0,0,4,0,17,1,0,10,0,0,0,0,0,0,32,0,6,0,0,0,0,0,0,0,0,5,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,96.2,0,0,0,19,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,22,0,0,52,36,10,0,0,22,0,0,0,13,0,0,0,0,0,0,90.3,0,15,0,35,0,0,0,0,0,0,0,0,0,0,2,0,21,23
SB-282852,UNC10225213A,4-pyrimidinyl_ortho-aryl_azoles,COc1nccc(n1)-c1c(ncn1CCCN1CCOCC1)-c1ccc(F)cc1,1,2,5,0,55,41,49,0,0,0,0,0,0,18,0,3,3,25,77,0,0,0,0,0,23,42,0,0,0,0,0,0,25,0,20,0,0,0,33,0,0,29,0,0,0,0,0,0,17,10,3,8,0,0,28,3,0,6,100,44,15,0,27,55,0,31,36,0,0,0,0,17,73,0,0,5,0,41,0,44,45,31,29,0,0,53,0,9,22,5,0,22,35,0,11,0,35,18,8,0,0,0,0,61,10,8,8,0,0,10,0,0,0,0,0,0,0,0,0,17,40,46,4,0,0,0,0,0,4,16,0,0,0,46,0,0,0,1,10,0,4,0,0,0,0,1,29,2,14,23,37,17,10,0,0,46,76,0,0,21,0,16,0,26,21,8,0,0,3,0,0,53,36,0,4,12,41,61,51,0,20,0,27,25,0,0,0,45,0,0,0,0,29,0,0,0,13,7,0,0,0,0,5,0,0,7,24,0,20,0,25,31,23,7,0,0,19,0,0,23,54,42,0,0,0,0,12,0,0,0,22,0,0,0,0,18,56,0,5,0,16,0,0,0,2,0,29,0,0,0,0,0,18,34,0,0,0,0,0,0,9,7,6,0,0,17,0,0,0,0,13,0,8,8,0,0,0,37,49,37,7,0,0,12,4,0,8,0,16,0,0,0,0,0,13,20,38,0,0,23,0,21,6,0,10,24,10,0,24,0,0,11,0,46,0,10,0,0,47,6,32,20,0,17,0,0,0,0,11,27,17,0,38,0,36,29,0,13,36,0,0,0,30,0,0,0,0,0,26,23,9,0,0,0,6,0,0,43,0,0,0,19,0,8,20,0,0,33,26,0,0,0,0,0,61,56,13,0,0,50,0,6,13,25,0,0,33,12,1,21,77,0,52,11,14,0,0,0,0,0,0,0,0,11,31,81,62,0,46
GSK2225749,UNC10225214A,3-Amino-6-aryl-indazole,Nc1n[nH]c2cc(ccc12)-c1cc(Nc2ccccc2)nc(N)n1,5,11,18,74,58,0,0,0,81,1,4,0,21,7,0,0,0,7,16,0,40,0,0,0,0,19,47,0,98.9,0,0,0,4,12,0,0,0,20,6,90,3,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,7,17,0,0,15,0,0,0,59,37,68,40,0,80,0,0,0,21,10,15,0,2,0,13,34,24,0,34,49,62,12,0,61,0,26,3,0,0,99.5,97.2,48,19,88,16,0,0,32,0,0,0,0,0,0,4,0,0,0,0,32,0,0,0,0,0,0,0,37,0,0,0,0,17,10,18,0,0,10,2,19,9,0,12,63,0,0,74,0,73,0,0,0,53,12,4,15,12,41,2,0,4,0,27,18,17,0,6,0,0,4,0,0,43,39,0,12,0,0,0,0,0,0,0,0,0,15,13,45,0,16,0,13,10,10,11,16,0,16,0,28,6,0,0,8,0,0,8,18,0,9,5,23,28,0,58,26,0,47,0,9,56,18,0,14,0,0,1,7,0,5,5,0,13,4,0,51,16,0,0,0,0,0,0,11,14,0,5,0,0,0,11,20,15,3,14,27,9,0,0,0,0,0,0,0,4,2,81,15,9,0,0,2,20,0,0,22,0,15,27,12,0,0,46,82,38,61,0,0,0,50,0,0,0,0,6,8,0,0,20,0,0,0,0,12,45,3,57,60,0,0,0,6,98.5,54,76,0,0,44,0,15,45,0,0,51,15,17,0,0,20,22,7,4,32,21,0,49,6,0,9,0,0,0,21,0,0,0,80,2,83,59,14,0,24,0,0,0,36,32,2,23,28,0,0,79,0,35,3,0,2,46,0,0,0,30,0,0,0,2,24,24,0,46,45,0,92.8,62,16,5,3,0,0,0,5,0,7,0,15,0,6,0,0,46,3,0,0,0,0,0
GW407034,UNC10225215A,4-anilinoquinoline,N(c1ccc(Oc2ccccc2)cc1)c1ccnc2ccc(cc12)-c1ccccn1,7,14,16,13,0,0,17,5,0,6,13,0,12,19,0,17,0,28,10,0,0,26,4,11,6,19,4,0,8,90.2,11,0,26,44,13,81,12,0,61,12,1,5,0,5,0,0,7,16,0,0,9,8,0,0,0,12,0,15,0,0,12,93.1,0,0,0,9,16,0,14,26,0,4,14,0,19,0,9,0,6,0,13,14,36,11,0,10,0,14,0,0,0,5,9,0,0,14,0,49,0,15,0,0,24,0,0,82,0,31,13,0,7,90.6,2,0,14,0,5,1,13,49,90.3,89,88,0,83,4,0,0,31,0,0,18,0,0,34,25,4,69,14,0,0,3,38,62,17,1,0,0,46,16,0,7,9,0,71,0,0,0,0,25,0,16,5,9,14,11,5,0,22,13,25,13,22,0,22,0,20,16,18,45,0,1,0,83,5,0,0,0,5,0,22,0,59,14,0,14,0,17,0,11,21,13,24,0,0,0,0,0,2,85,66,0,16,99.9,0,0,9,16,0,0,0,17,13,1,3,5,2,9,0,0,0,4,0,15,15,14,12,4,10,0,0,0,0,2,0,0,9,28,0,1,0,0,9,17,13,57,20,11,0,0,0,7,8,0,17,0,34,0,0,15,0,0,4,0,0,27,0,0,0,0,9,0,0,6,23,25,28,0,8,11,28,0,0,0,0,15,0,3,0,0,27,0,5,33,0,0,0,12,4,0,14,19,6,16,5,0,0,95.7,16,31,11,0,10,11,0,3,0,10,0,7,8,19,0,4,14,2,60,0,0,0,0,0,10,0,0,17,94.9,0,0,17,0,0,31,0,15,1,27,0,0,24,0,18,78,29,10,0,2,2,0,0,0,28,23,0,0,15,9,27,27,19,1,27,7,15,0,49,0,5,0,0,0,15,0,20,25,20,51,12,0,30,55,0,7,53,0,0,4,19,0
